,0,1,2
mglA,2231247.0,2232768.0,-1.0
mglB,2232828.0,2233827.0,-1.0
galS,2234106.0,2235147.0,-1.0
yeiB,2235288.0,2236446.0,-1.0
folE,2236462.0,2237131.0,-1.0
yeiG,2237388.0,2238225.0,1.0
cirA,2238256.0,2240248.0,-1.0
lysP,2240541.0,2242011.0,-1.0
yeiE,2242215.0,2243097.0,-1.0
yeiH,2243195.0,2244245.0,1.0
nfo,2244318.0,2245176.0,1.0
yeiI,2245178.0,2246267.0,1.0
nupX,2246373.0,2247624.0,-1.0
rihB,2247723.0,2248665.0,-1.0
yeiL,2248833.0,2249493.0,1.0
psuT,2249563.0,2250814.0,-1.0
psuG,2250907.0,2251846.0,-1.0
psuK,2251833.0,2252775.0,-1.0
fruA,2253197.0,2254889.0,-1.0
fruK,2254905.0,2255844.0,-1.0
fruB,2255843.0,2256974.0,-1.0
setB,2257341.0,2258523.0,1.0
yeiW,2258519.0,2258774.0,-1.0
yeiP,2258928.0,2259501.0,1.0
yeiQ,2259723.0,2261190.0,1.0
yeiR,2261307.0,2262294.0,1.0
lpxT,2262332.0,2263046.0,1.0
mepS,2263457.0,2264024.0,1.0
rtn,2264204.0,2265761.0,1.0
yejA,2265842.0,2267657.0,1.0
yejB,2267657.0,2268752.0,1.0
yejE,2268751.0,2269777.0,1.0
yejF,2269778.0,2271368.0,1.0
yejG,2271371.0,2271716.0,-1.0
bcr,2272048.0,2273239.0,-1.0
rsuA,2273266.0,2273962.0,-1.0
yejH,2274110.0,2275871.0,1.0
rplY,2275995.0,2276280.0,1.0
yejK,2276418.0,2277426.0,-1.0
yejL,2277607.0,2277835.0,1.0
yejM,2277854.0,2279615.0,1.0
yejO,2279868.0,2283659.0,-1.0
narP,2283978.0,2284626.0,1.0
ccmH,2284836.0,2285889.0,-1.0
dsbE,2285885.0,2286443.0,-1.0
ccmF,2286439.0,2288383.0,-1.0
ccmE,2288379.0,2288859.0,-1.0
ccmD,2288855.0,2289065.0,-1.0
ccmC,2289061.0,2289799.0,-1.0
ccmB,2289840.0,2290503.0,-1.0
ccmA,2290499.0,2291123.0,-1.0
napC,2291135.0,2291738.0,-1.0
napB,2291747.0,2292197.0,-1.0
napH,2292193.0,2293057.0,-1.0
napG,2293043.0,2293739.0,-1.0
napA,2293745.0,2296232.0,-1.0
napD,2296228.0,2296492.0,-1.0
napF,2296481.0,2296976.0,-1.0
eco,2297383.0,2297872.0,1.0
mqo,2298586.0,2300233.0,-1.0
yojI,2300450.0,2302094.0,-1.0
alkB,2302169.0,2302820.0,-1.0
ada,2302819.0,2303884.0,-1.0
apbE,2303957.0,2305013.0,-1.0
ompC,2305124.0,2306228.0,-1.0
rcsD,2306966.0,2309639.0,1.0
rcsB,2309655.0,2310306.0,1.0
rcsC,2310505.0,2313355.0,-1.0
atoS,2313521.0,2315348.0,1.0
atoC,2315344.0,2316730.0,1.0
atoD,2316925.0,2317588.0,1.0
atoA,2317587.0,2318238.0,1.0
atoE,2318234.0,2319557.0,1.0
atoB,2319587.0,2320772.0,1.0
yfaP,2320845.0,2321622.0,-1.0
yfaQ,2321626.0,2323276.0,-1.0
yfaS,2323276.0,2327881.0,-1.0
yfaT,2327814.0,2328438.0,-1.0
yfaA,2328434.0,2330123.0,-1.0
gyrA,2330271.0,2332899.0,-1.0
ubiG,2333045.0,2333768.0,1.0
yfaL,2333895.0,2337648.0,-1.0
nrdA,2338343.0,2340629.0,1.0
nrdB,2340862.0,2341993.0,1.0
yfaE,2341992.0,2342247.0,1.0
inaA,2342300.0,2342951.0,-1.0
yfaH,2343129.0,2343372.0,1.0
glpQ,2343413.0,2344490.0,-1.0
glpT,2344494.0,2345853.0,-1.0
glpA,2346125.0,2347754.0,1.0
glpB,2347743.0,2349003.0,1.0
glpC,2348999.0,2350190.0,1.0
yfaD,2350382.0,2351282.0,1.0
ypaA,2351294.0,2351480.0,1.0
rhmA,2351520.0,2352324.0,-1.0
rhmT,2352341.0,2353631.0,-1.0
rhmD,2353687.0,2354893.0,-1.0
rhmR,2354907.0,2355690.0,-1.0
yfaY,2355909.0,2357112.0,-1.0
yfaZ,2357211.0,2357754.0,-1.0
nudI,2358032.0,2358458.0,1.0
ais,2358496.0,2359099.0,-1.0
arnB,2359406.0,2360546.0,1.0
arnC,2360549.0,2361518.0,1.0
arnA,2361517.0,2363500.0,1.0
arnD,2363496.0,2364387.0,1.0
arnT,2364386.0,2366039.0,1.0
arnE,2366035.0,2366371.0,1.0
arnF,2366370.0,2366757.0,1.0
pmrD,2366750.0,2367017.0,-1.0
menE,2367126.0,2368482.0,-1.0
menC,2368478.0,2369441.0,-1.0
menB,2369440.0,2370298.0,-1.0
menH,2370312.0,2371071.0,-1.0
menD,2371067.0,2372738.0,-1.0
menF,2372826.0,2374122.0,-1.0
elaB,2374200.0,2374506.0,-1.0
elaA,2374560.0,2375022.0,-1.0
rbn,2375086.0,2376004.0,1.0
elaD,2376191.0,2377403.0,1.0
yfbK,2377473.0,2379201.0,-1.0
yfbL,2379338.0,2380310.0,1.0
yfbM,2380412.0,2380916.0,1.0
yfbN,2381188.0,2381905.0,-1.0
yfbO,2382113.0,2382536.0,1.0
yfbP,2382594.0,2383443.0,1.0
nuoN,2383526.0,2384984.0,-1.0
nuoM,2384990.0,2386520.0,-1.0
nuoL,2386683.0,2388525.0,-1.0
nuoK,2388521.0,2388824.0,-1.0
nuoJ,2388820.0,2389375.0,-1.0
nuoI,2389386.0,2389929.0,-1.0
nuoH,2389943.0,2390921.0,-1.0
nuoG,2390917.0,2393644.0,-1.0
nuoF,2393696.0,2395034.0,-1.0
nuoE,2395030.0,2395531.0,-1.0
nuoC,2395533.0,2397324.0,-1.0
nuoB,2397429.0,2398092.0,-1.0
nuoA,2398107.0,2398551.0,-1.0
lrhA,2399181.0,2400120.0,-1.0
alaA,2401039.0,2402257.0,1.0
yfbR,2402340.0,2402940.0,1.0
yfbS,2402998.0,2404831.0,-1.0
yfbT,2404917.0,2405568.0,-1.0
yfbU,2405578.0,2406073.0,-1.0
yfbV,2406155.0,2406611.0,-1.0
ackA,2406948.0,2408151.0,1.0
pta,2408225.0,2410370.0,1.0
yfcC,2410559.0,2412080.0,1.0
yfcD,2412112.0,2412655.0,-1.0
yfcE,2412712.0,2413267.0,-1.0
yfcF,2413319.0,2413964.0,-1.0
yfcG,2414099.0,2414747.0,1.0
folX,2414803.0,2415166.0,1.0
yfcH,2415186.0,2416080.0,1.0
yfcI,2416127.0,2417018.0,-1.0
hisP,2417214.0,2417988.0,-1.0
hisM,2417995.0,2418712.0,-1.0
hisQ,2418708.0,2419395.0,-1.0
hisJ,2419484.0,2420267.0,-1.0
argT,2420487.0,2421270.0,-1.0
ubiX,2421535.0,2422105.0,-1.0
purF,2422199.0,2423717.0,-1.0
cvpA,2423753.0,2424242.0,-1.0
dedD,2424500.0,2425163.0,-1.0
folC,2425152.0,2426421.0,-1.0
accD,2426490.0,2427405.0,-1.0
dedA,2427560.0,2428220.0,-1.0
truA,2428302.0,2429115.0,-1.0
usg,2429114.0,2430128.0,-1.0
pdxB,2430193.0,2431330.0,-1.0
flk,2431428.0,2432424.0,1.0
yfcJ,2432420.0,2433599.0,-1.0
fabB,2433863.0,2435084.0,-1.0
mnmC,2435242.0,2437249.0,1.0
yfcL,2437369.0,2437648.0,-1.0
epmC,2437681.0,2438230.0,-1.0
yfcA,2438229.0,2439039.0,-1.0
mepA,2439038.0,2439863.0,-1.0
aroC,2439866.0,2440952.0,-1.0
prmB,2440986.0,2441919.0,-1.0
smrB,2442084.0,2442636.0,1.0
yfcO,2442706.0,2443528.0,-1.0
yfcP,2443529.0,2444069.0,-1.0
yfcQ,2444065.0,2444554.0,-1.0
yfcR,2444550.0,2445063.0,-1.0
yfcS,2445062.0,2445815.0,-1.0
yfcU,2445834.0,2448480.0,-1.0
yfcV,2448561.0,2449125.0,-1.0
sixA,2449805.0,2450291.0,-1.0
fadJ,2450493.0,2452638.0,-1.0
fadI,2452637.0,2453948.0,-1.0
yfcZ,2454128.0,2454413.0,-1.0
fadL,2454784.0,2456125.0,1.0
yfdF,2456490.0,2457549.0,1.0
mlaA,2457730.0,2458486.0,-1.0
yfdC,2458779.0,2459712.0,1.0
intS,2460023.0,2461181.0,1.0
gtrA,2461333.0,2461696.0,1.0
gtrB,2461692.0,2462613.0,1.0
gtrS,2462609.0,2463941.0,1.0
tfaS,2464293.0,2464584.0,1.0
yfdK,2464555.0,2464996.0,-1.0
yfdL,2465022.0,2465601.0,-1.0
yfdM,2465596.0,2465866.0,-1.0
yfdN,2465865.0,2466360.0,-1.0
oweS,2466356.0,2467064.0,-1.0
yfdP,2467082.0,2467445.0,1.0
yfdQ,2467510.0,2468335.0,1.0
yfdR,2468462.0,2468999.0,1.0
yfdS,2468989.0,2469352.0,1.0
yfdT,2469351.0,2469657.0,1.0
ypdJ,2469659.0,2469710.0,1.0
torI,2469788.0,2469989.0,1.0
dsdC,2470172.0,2471108.0,-1.0
dsdX,2471325.0,2472663.0,1.0
dsdA,2472680.0,2474009.0,1.0
emrY,2474116.0,2475655.0,-1.0
emrK,2475654.0,2476818.0,-1.0
evgA,2477233.0,2477848.0,1.0
evgS,2477852.0,2481446.0,1.0
yfdE,2481501.0,2482647.0,-1.0
yfdV,2482720.0,2483665.0,-1.0
oxc,2483734.0,2485429.0,-1.0
frc,2485482.0,2486733.0,-1.0
yfdX,2487245.0,2487881.0,-1.0
ypdI,2488176.0,2488452.0,1.0
yfdY,2488528.0,2488771.0,-1.0
lpxP,2489123.0,2490044.0,1.0
ypdK,2490399.0,2490471.0,1.0
alaC,2490535.0,2491774.0,-1.0
ypdA,2492149.0,2493847.0,1.0
ypdB,2493861.0,2494596.0,1.0
ypdC,2494608.0,2495466.0,1.0
fryA,2495468.0,2497964.0,-1.0
ypdE,2497988.0,2499026.0,-1.0
ypdF,2499025.0,2500111.0,-1.0
fryC,2500125.0,2501373.0,-1.0
fryB,2501394.0,2501721.0,-1.0
glk,2501939.0,2502905.0,-1.0
yfeO,2503108.0,2504365.0,1.0
ypeC,2504479.0,2504806.0,1.0
mntH,2504946.0,2506185.0,-1.0
nupC,2506520.0,2507723.0,1.0
yfeA,2509121.0,2511311.0,-1.0
yfeC,2511945.0,2512290.0,1.0
yfeD,2512291.0,2512684.0,1.0
gltX,2512735.0,2514151.0,-1.0
xapR,2514951.0,2515836.0,-1.0
xapB,2516087.0,2517344.0,-1.0
xapA,2517403.0,2518237.0,-1.0
yfeN,2518485.0,2519250.0,1.0
yfeR,2519288.0,2520215.0,-1.0
yfeH,2520304.0,2521303.0,1.0
ypeB,2521299.0,2521518.0,-1.0
ligA,2521519.0,2523535.0,-1.0
zipA,2523605.0,2524592.0,-1.0
cysZ,2524821.0,2525583.0,1.0
cysK,2525767.0,2526739.0,1.0
ptsH,2527122.0,2527380.0,1.0
ptsI,2527424.0,2529152.0,1.0
crr,2529192.0,2529702.0,1.0
pdxK,2529744.0,2530596.0,-1.0
yfeK,2530700.0,2531075.0,1.0
yfeS,2531107.0,2531842.0,1.0
cysM,2532030.0,2532942.0,-1.0
cysA,2533075.0,2534173.0,-1.0
cysW,2534162.0,2535038.0,-1.0
cysU,2535037.0,2535871.0,-1.0
cysP,2535870.0,2536887.0,-1.0
ucpA,2537190.0,2537982.0,-1.0
murR,2538110.0,2538968.0,-1.0
murQ,2539131.0,2540028.0,1.0
murP,2540031.0,2541456.0,1.0
yfeW,2541460.0,2542765.0,1.0
yfeX,2543004.0,2543904.0,-1.0
yfeY,2543999.0,2544575.0,-1.0
yfeZ,2544635.0,2545085.0,-1.0
ypeA,2545071.0,2545497.0,-1.0
amiA,2545710.0,2546580.0,1.0
hemF,2546583.0,2547483.0,1.0
eutR,2547488.0,2548541.0,-1.0
eutK,2548586.0,2549087.0,-1.0
eutL,2549099.0,2549759.0,-1.0
eutC,2549768.0,2550656.0,-1.0
eutB,2550676.0,2552038.0,-1.0
intZ,2552216.0,2553425.0,1.0
yffL,2553615.0,2554257.0,1.0
yffM,2554726.0,2554972.0,1.0
yffN,2554983.0,2555352.0,1.0
yffO,2555469.0,2555886.0,1.0
yffP,2555882.0,2556476.0,1.0
yffQ,2556950.0,2557328.0,1.0
yffR,2557338.0,2557731.0,1.0
yffS,2557881.0,2558691.0,1.0
eutA,2558839.0,2560243.0,-1.0
eutH,2560239.0,2561466.0,-1.0
eutG,2561682.0,2562870.0,-1.0
eutJ,2562859.0,2563696.0,-1.0
eutE,2563706.0,2565110.0,-1.0
eutN,2565121.0,2565409.0,-1.0
eutM,2565515.0,2565809.0,-1.0
eutD,2565847.0,2566864.0,-1.0
eutT,2566860.0,2567664.0,-1.0
eutQ,2567660.0,2568362.0,-1.0
eutP,2568336.0,2568816.0,-1.0
eutS,2568828.0,2569164.0,-1.0
maeB,2569456.0,2571736.0,-1.0
talA,2572024.0,2572975.0,1.0
tktB,2572994.0,2574998.0,1.0
ypfG,2575092.0,2576136.0,-1.0
nudK,2576261.0,2576837.0,-1.0
aegA,2576904.0,2578884.0,-1.0
narQ,2579089.0,2580790.0,1.0
acrD,2580953.0,2584067.0,1.0
ypfM,2584165.0,2584225.0,-1.0
yffB,2584605.0,2584962.0,1.0
dapE,2584965.0,2586093.0,1.0
ypfN,2586120.0,2586321.0,1.0
ypfH,2586430.0,2587129.0,-1.0
tmcA,2587202.0,2589218.0,-1.0
ypfJ,2589232.0,2590096.0,-1.0
purC,2590263.0,2590977.0,-1.0
bamC,2591189.0,2592224.0,-1.0
dapA,2592240.0,2593119.0,-1.0
gcvR,2593264.0,2593837.0,1.0
bcp,2593836.0,2594307.0,1.0
hyfA,2594559.0,2595177.0,1.0
hyfB,2595176.0,2597195.0,1.0
hyfC,2597205.0,2598153.0,1.0
hyfD,2598169.0,2599609.0,1.0
hyfE,2599620.0,2600271.0,1.0
hyfF,2600275.0,2601856.0,1.0
hyfG,2601845.0,2603513.0,1.0
hyfH,2603522.0,2604068.0,1.0
hyfI,2604064.0,2604823.0,1.0
hyfJ,2604815.0,2605229.0,1.0
hyfR,2605258.0,2607271.0,1.0
focB,2607292.0,2608141.0,1.0
yfgO,2608178.0,2609240.0,-1.0
bepA,2609452.0,2610916.0,1.0
yfgD,2610936.0,2611296.0,1.0
hda,2611433.0,2612135.0,-1.0
uraA,2612229.0,2613519.0,-1.0
upp,2613604.0,2614231.0,-1.0
purM,2614555.0,2615593.0,1.0
purN,2615592.0,2616231.0,1.0
ppk,2616402.0,2618469.0,1.0
ppx,2618473.0,2620015.0,1.0
yfgF,2620053.0,2622297.0,-1.0
yfgG,2622648.0,2622840.0,1.0
yfgH,2623150.0,2623669.0,1.0
yfgI,2623684.0,2624224.0,1.0
guaA,2624316.0,2625894.0,-1.0
guaB,2625962.0,2627429.0,-1.0
xseA,2627590.0,2628961.0,1.0
yfgJ,2628957.0,2629173.0,-1.0
der,2629242.0,2630715.0,-1.0
bamB,2630832.0,2632011.0,-1.0
yfgM,2632021.0,2632642.0,-1.0
hisS,2632659.0,2633934.0,-1.0
ispG,2634044.0,2635163.0,-1.0
rodZ,2635189.0,2636203.0,-1.0
rlmN,2636487.0,2637642.0,-1.0
ndk,2637791.0,2638223.0,-1.0
pbpC,2638371.0,2640684.0,-1.0
yfhM,2640684.0,2645646.0,-1.0
sseA,2645852.0,2646698.0,1.0
sseB,2647515.0,2648292.0,-1.0
pepB,2648433.0,2649717.0,-1.0
iscX,2649894.0,2650095.0,-1.0
fdx,2650106.0,2650442.0,-1.0
hscA,2650443.0,2652294.0,-1.0
hscB,2652310.0,2652826.0,-1.0
iscA,2652921.0,2653245.0,-1.0
iscU,2653261.0,2653648.0,-1.0
iscS,2653675.0,2654890.0,-1.0
iscR,2655001.0,2655490.0,-1.0
trmJ,2655941.0,2656682.0,-1.0
suhB,2656800.0,2657604.0,1.0
yfhR,2657748.0,2658603.0,1.0
csiE,2658793.0,2660074.0,1.0
hcaT,2660065.0,2661205.0,-1.0
hcaR,2661364.0,2662255.0,-1.0
iroK,2661364.0,2661430.0,-1.0
hcaE,2662390.0,2663752.0,1.0
hcaF,2663748.0,2664267.0,1.0
hcaC,2664266.0,2664587.0,1.0
hcaB,2664583.0,2665396.0,1.0
hcaD,2665405.0,2666608.0,1.0
yphA,2666704.0,2667127.0,1.0
yphB,2667174.0,2668047.0,-1.0
yphC,2668058.0,2669120.0,-1.0
yphD,2669185.0,2670184.0,-1.0
yphE,2670208.0,2671720.0,-1.0
yphF,2671742.0,2672726.0,-1.0
yphG,2672822.0,2676104.0,-1.0
yphH,2676221.0,2677415.0,1.0
glyA,2677612.0,2678866.0,-1.0
hmp,2679193.0,2680384.0,1.0
glnB,2680428.0,2680767.0,-1.0
glrR,2680827.0,2682162.0,-1.0
yfhG,2682151.0,2682865.0,-1.0
glrK,2683029.0,2684457.0,-1.0
purL,2685014.0,2688902.0,-1.0
mltF,2689159.0,2690716.0,1.0
tadA,2690712.0,2691216.0,-1.0
pgpC,2691273.0,2691909.0,-1.0
yfhH,2692117.0,2692966.0,1.0
yfhL,2693021.0,2693282.0,1.0
shoB,2693475.0,2693556.0,-1.0
acpS,2693976.0,2694357.0,-1.0
pdxJ,2694356.0,2695088.0,-1.0
recO,2695099.0,2695828.0,-1.0
era,2695839.0,2696745.0,-1.0
rnc,2696741.0,2697422.0,-1.0
lepB,2697693.0,2698668.0,-1.0
lepA,2698683.0,2700483.0,-1.0
rseC,2700680.0,2701160.0,-1.0
rseB,2701156.0,2702113.0,-1.0
rseA,2702112.0,2702763.0,-1.0
rpoE,2702795.0,2703371.0,-1.0
nadB,2703778.0,2705401.0,1.0
trmN,2705385.0,2706123.0,-1.0
srmB,2706254.0,2707589.0,1.0
yfiE,2707797.0,2708679.0,-1.0
eamB,2708781.0,2709369.0,1.0
grcA,2709424.0,2709808.0,-1.0
ung,2710112.0,2710802.0,1.0
yfiF,2710849.0,2711887.0,-1.0
trxC,2712093.0,2712513.0,1.0
yfiP,2712581.0,2713280.0,1.0
pka,2713311.0,2715972.0,1.0
pssA,2716085.0,2717441.0,1.0
yfiM,2717486.0,2717810.0,1.0
kgtP,2717806.0,2719105.0,-1.0
clpB,2724958.0,2727532.0,-1.0
yfiH,2727661.0,2728393.0,-1.0
rluD,2728389.0,2729370.0,-1.0
bamD,2729504.0,2730242.0,1.0
raiA,2730512.0,2730854.0,1.0
pheL,2730957.0,2731005.0,1.0
pheA,2731103.0,2732264.0,1.0
tyrA,2732306.0,2733428.0,-1.0
aroF,2733438.0,2734509.0,-1.0
yfiL,2734718.0,2735084.0,1.0
yfiR,2735233.0,2735752.0,1.0
yfiN,2735741.0,2736968.0,1.0
yfiB,2736983.0,2737466.0,1.0
rplS,2737541.0,2737889.0,-1.0
trmD,2737930.0,2738698.0,-1.0
rimM,2738728.0,2739277.0,-1.0
rpsP,2739295.0,2739544.0,-1.0
ffh,2739792.0,2741154.0,-1.0
ypjD,2741320.0,2742112.0,1.0
yfjD,2742132.0,2743419.0,1.0
grpE,2743473.0,2744067.0,-1.0
nadK,2744189.0,2745068.0,1.0
recN,2745153.0,2746815.0,1.0
bamE,2746963.0,2747305.0,1.0
ratB,2747366.0,2747657.0,-1.0
ratA,2747646.0,2748123.0,-1.0
smpB,2748254.0,2748737.0,1.0
intA,2749517.0,2750759.0,1.0
yfjH,2751002.0,2751959.0,-1.0
alpA,2752002.0,2752215.0,1.0
yfjI,2752343.0,2753753.0,1.0
yfjJ,2753905.0,2754532.0,1.0
yfjK,2754709.0,2756899.0,-1.0
yfjL,2756895.0,2758512.0,-1.0
yfjM,2758871.0,2759135.0,-1.0
rnlA,2759276.0,2760350.0,1.0
rnlB,2760342.0,2760714.0,1.0
yfjP,2761068.0,2761932.0,1.0
yfjQ,2762023.0,2762845.0,1.0
yfjR,2763061.0,2763763.0,1.0
ypjK,2763803.0,2764040.0,1.0
yfjS,2764039.0,2764483.0,1.0
yfjT,2764506.0,2764974.0,1.0
yfjU,2765360.0,2765513.0,-1.0
yfjV,2765525.0,2766541.0,-1.0
yfjW,2766676.0,2768380.0,1.0
ypjI,2768903.0,2769175.0,1.0
yfjX,2769277.0,2769736.0,1.0
yfjY,2769744.0,2770227.0,1.0
ypjJ,2770235.0,2770436.0,1.0
yfjZ,2770473.0,2770791.0,1.0
ypjF,2770811.0,2771141.0,1.0
ypjA,2771504.0,2776085.0,-1.0
pinH,2776423.0,2776663.0,-1.0
ypjC,2776996.0,2778370.0,-1.0
ygaQ,2779755.0,2782008.0,1.0
csiD,2782343.0,2783321.0,1.0
lhgO,2783340.0,2784609.0,1.0
gabD,2784631.0,2786080.0,1.0
gabT,2786093.0,2787374.0,1.0
gabP,2787611.0,2789012.0,1.0
csiR,2789032.0,2789695.0,1.0
ygaU,2789695.0,2790145.0,-1.0
yqaE,2790228.0,2790387.0,-1.0
ygaV,2790569.0,2790869.0,1.0
ygaP,2790878.0,2791403.0,1.0
stpA,2791449.0,2791854.0,-1.0
alaE,2792522.0,2792972.0,1.0
ygaC,2793008.0,2793353.0,-1.0
ygaM,2793504.0,2793834.0,1.0
nrdH,2794081.0,2794327.0,1.0
nrdI,2794323.0,2794734.0,1.0
nrdE,2794706.0,2796851.0,1.0
nrdF,2796860.0,2797820.0,1.0
proV,2798173.0,2799376.0,1.0
proW,2799368.0,2800433.0,1.0
proX,2800490.0,2801483.0,1.0
ygaY,2801674.0,2802852.0,1.0
ygaZ,2802975.0,2803713.0,1.0
ygaH,2803702.0,2804038.0,1.0
mprA,2804128.0,2804659.0,1.0
emrA,2804785.0,2805958.0,1.0
emrB,2805974.0,2807513.0,1.0
luxS,2807576.0,2808092.0,-1.0
gshA,2808241.0,2809798.0,-1.0
yqaA,2809870.0,2810299.0,-1.0
yqaB,2810295.0,2810862.0,-1.0
csrA,2812319.0,2812505.0,-1.0
alaS,2812739.0,2815370.0,-1.0
recX,2815497.0,2815998.0,-1.0
recA,2816066.0,2817128.0,-1.0
pncC,2817207.0,2817705.0,-1.0
mltB,2817849.0,2818935.0,-1.0
srlA,2819190.0,2819754.0,1.0
srlE,2819750.0,2820710.0,1.0
srlB,2820720.0,2821092.0,1.0
srlD,2821095.0,2821875.0,1.0
srlM,2821979.0,2822339.0,1.0
srlR,2822405.0,2823179.0,1.0
srlQ,2823171.0,2824137.0,1.0
norR,2824133.0,2825648.0,-1.0
norV,2825834.0,2827274.0,1.0
norW,2827270.0,2828404.0,1.0
hypF,2828531.0,2830784.0,-1.0
hydN,2830936.0,2831464.0,-1.0
ascG,2831612.0,2832623.0,-1.0
ascF,2832882.0,2834340.0,1.0
ascB,2834348.0,2835773.0,1.0
hycI,2835931.0,2836402.0,-1.0
hycH,2836394.0,2836805.0,-1.0
hycG,2836801.0,2837569.0,-1.0
hycF,2837568.0,2838111.0,-1.0
hycE,2838120.0,2839830.0,-1.0
hycD,2839847.0,2840771.0,-1.0
hycC,2840773.0,2842600.0,-1.0
hycB,2842596.0,2843208.0,-1.0
hycA,2843332.0,2843794.0,-1.0
hypA,2844005.0,2844356.0,1.0
hypB,2844359.0,2845232.0,1.0
hypC,2845222.0,2845495.0,1.0
hypD,2845494.0,2846616.0,1.0
hypE,2846612.0,2847623.0,1.0
fhlA,2847696.0,2849775.0,1.0
ygbA,2849811.0,2850165.0,-1.0
mutS,2850451.0,2853013.0,1.0
pphB,2853118.0,2853775.0,1.0
ygbI,2853825.0,2854593.0,-1.0
ygbJ,2854788.0,2855697.0,1.0
ygbK,2855693.0,2856860.0,1.0
ygbL,2856951.0,2857590.0,1.0
ygbM,2857594.0,2858371.0,1.0
ygbN,2858459.0,2859824.0,1.0
rpoS,2859917.0,2860910.0,-1.0
nlpD,2860972.0,2862112.0,-1.0
pcm,2862251.0,2862878.0,-1.0
umpG,2862871.0,2863633.0,-1.0
truD,2863613.0,2864663.0,-1.0
ispF,2864659.0,2865139.0,-1.0
ispD,2865138.0,2865849.0,-1.0
ftsB,2865867.0,2866179.0,-1.0
ygbE,2866372.0,2866696.0,-1.0
cysC,2866745.0,2867351.0,-1.0
cysN,2867350.0,2868778.0,-1.0
cysD,2868779.0,2869688.0,-1.0
iap,2869939.0,2870977.0,1.0
ygbF,2871927.0,2872212.0,-1.0
ygbT,2872213.0,2873131.0,-1.0
casE,2873146.0,2873746.0,-1.0
casD,2873732.0,2874407.0,-1.0
casC,2874409.0,2875501.0,-1.0
casB,2875513.0,2875996.0,-1.0
casA,2875988.0,2877497.0,-1.0
ygcB,2877911.0,2880578.0,-1.0
cysH,2880936.0,2881671.0,-1.0
cysI,2881745.0,2883458.0,-1.0
cysJ,2883457.0,2885257.0,-1.0
queD,2885572.0,2885938.0,1.0
ygcN,2886015.0,2887287.0,1.0
ygcO,2887277.0,2887538.0,1.0
ygcP,2887554.0,2888130.0,1.0
ygcQ,2888277.0,2889138.0,-1.0
ygcR,2889134.0,2889914.0,-1.0
ygcS,2889891.0,2891229.0,-1.0
ygcU,2891322.0,2892777.0,-1.0
ygcW,2892846.0,2893632.0,-1.0
yqcE,2893950.0,2895228.0,1.0
ygcE,2895254.0,2896733.0,1.0
queE,2898105.0,2898777.0,-1.0
yqcG,2898915.0,2899056.0,1.0
ygcG,2899069.0,2899942.0,1.0
eno,2900001.0,2901300.0,-1.0
pyrG,2901387.0,2903025.0,-1.0
mazG,2903252.0,2904044.0,-1.0
mazF,2904114.0,2904450.0,-1.0
mazE,2904449.0,2904698.0,-1.0
relA,2904775.0,2907010.0,-1.0
rlmD,2907057.0,2908359.0,-1.0
barA,2908415.0,2911172.0,1.0
gudD,2911403.0,2912744.0,-1.0
gudX,2912764.0,2914105.0,-1.0
gudP,2914106.0,2915459.0,-1.0
yqcA,2915893.0,2916343.0,-1.0
truC,2916360.0,2917143.0,-1.0
yqcC,2917142.0,2917472.0,-1.0
syd,2918093.0,2918639.0,-1.0
queF,2918706.0,2919555.0,1.0
ygdH,2919666.0,2921031.0,1.0
sdaC,2921587.0,2922877.0,1.0
sdaB,2922934.0,2924302.0,1.0
ygdG,2924413.0,2925169.0,1.0
fucO,2925223.0,2926372.0,-1.0
fucA,2926399.0,2927047.0,-1.0
fucP,2927593.0,2928910.0,1.0
fucI,2928942.0,2930718.0,1.0
fucK,2930796.0,2932245.0,1.0
fucU,2932246.0,2932669.0,1.0
fucR,2932726.0,2933458.0,1.0
rlmM,2933501.0,2934602.0,-1.0
ygdD,2934594.0,2934990.0,-1.0
gcvA,2935008.0,2935926.0,-1.0
ygdI,2936276.0,2936504.0,-1.0
csdA,2936695.0,2937901.0,1.0
csdE,2937900.0,2938344.0,1.0
tcdA,2938394.0,2939201.0,-1.0
mltA,2939439.0,2940537.0,-1.0
amiC,2941115.0,2942369.0,-1.0
argA,2942600.0,2943932.0,1.0
recD,2943993.0,2945820.0,-1.0
recB,2945819.0,2949362.0,-1.0
ptrA,2949354.0,2952243.0,-1.0
recC,2952418.0,2955787.0,-1.0
ppdC,2955799.0,2956123.0,-1.0
ygdB,2956107.0,2956515.0,-1.0
ppdB,2956511.0,2957075.0,-1.0
ppdA,2957065.0,2957536.0,-1.0
thyA,2957719.0,2958514.0,-1.0
lgt,2958520.0,2959396.0,-1.0
ptsP,2959546.0,2961793.0,-1.0
rppH,2961805.0,2962336.0,-1.0
mutH,2963020.0,2963710.0,1.0
ygdQ,2963778.0,2964492.0,1.0
ygdR,2964629.0,2964848.0,1.0
tas,2964955.0,2965996.0,1.0
lplT,2966027.0,2967221.0,-1.0
aas,2967213.0,2969373.0,-1.0
galR,2969957.0,2970989.0,1.0
lysA,2970995.0,2972258.0,-1.0
lysR,2972379.0,2973315.0,1.0
ygeA,2973301.0,2973994.0,-1.0
araE,2974122.0,2975541.0,-1.0
kduD,2975855.0,2976617.0,-1.0
kduI,2976646.0,2977483.0,-1.0
